Season,LactationStage,Parity,MilkYield,pH,EC,SCC,Stage
Summer,,,,7.13,6.891,72.611,Clinical
Summer,,,,6.853,6.449,10.748,Clinical
Summer,,,,7.276,8.859,13.951,Clinical
Summer,,,,7.401,6.135,71.641,Clinical
Summer,,,,7.142,11.747,89.291,Clinical
Summer,,,,6.884,5.055,0.0,Clinical
Summer,,,,7.298,2.478,0.0,Clinical
Summer,,,,6.626,6.583,114.194,Clinical
Summer,,,,6.972,5.061,11.188,Clinical
Summer,,,,7.428,5.133,28.013,Clinical
Summer,,,,7.361,8.952,76.486,Clinical
Summer,,,,7.37,0.0,0.0,Clinical
Summer,,,,6.775,0.0,0.0,Clinical
Summer,,,,7.505,7.811,103.791,Clinical
Summer,,,,7.59,12.465,205.192,Clinical
Summer,,,,7.277,7.294,0.0,Clinical
Summer,,,,6.921,2.845,92.209,Clinical
Summer,,,,6.947,5.782,46.303,Clinical
Summer,,,,7.026,10.749,52.631,Clinical
Summer,,,,7.08,3.93,0.0,Clinical
Summer,,,,6.79,4.532,0.0,Clinical
Summer,,,,6.761,0.404,0.0,Clinical
Summer,,,,6.468,5.244,6.743,Clinical
Summer,,,,6.485,2.219,0.0,Clinical
Summer,,,,7.125,10.213,0.0,Clinical
Summer,,,,7.051,5.481,50.169,Clinical
Summer,,,,7.087,3.936,0.0,Clinical
Summer,,,,6.723,7.438,37.252,Clinical
Rainy,,,,7.434,5.504,1.769,Healthy
Rainy,,,,6.205,1.964,0.0,Healthy
Rainy,,,,6.846,5.099,0.689,Healthy
Rainy,,,,7.072,4.545,1.749,Healthy
Rainy,,,,7.33,6.22,2.551,Healthy
Rainy,,,,6.429,1.997,0.0,Healthy
Rainy,,,,6.674,3.453,0.742,Healthy
Rainy,,,,6.778,4.317,0.909,Healthy
Rainy,,,,6.811,4.982,0.993,Healthy
Rainy,,,,7.258,5.191,2.103,Healthy
Rainy,,,,7.005,5.097,2.724,Healthy
Rainy,,,,6.853,4.081,1.573,Healthy
Rainy,,,,6.338,3.93,1.05,Healthy
Rainy,,,,6.675,4.244,0.0,Healthy
Rainy,,,,6.552,4.254,1.457,Healthy
Rainy,,,,6.38,5.059,1.124,Healthy
Rainy,,,,7.099,5.423,1.691,Healthy
Rainy,,,,7.389,4.392,2.333,Healthy
Rainy,,,,7.11,4.432,2.67,Healthy
Rainy,,,,6.66,4.603,1.784,Healthy
Rainy,,,,6.702,5.148,2.564,Healthy
Rainy,,,,6.121,4.685,0.197,Healthy
Rainy,,,,7.122,6.101,1.779,Healthy
Rainy,,,,6.602,3.231,0.518,Healthy
Rainy,,,,6.639,5.021,2.877,Healthy
Rainy,,,,7.252,4.756,1.644,Healthy
Rainy,,,,6.144,2.783,1.061,Healthy
Rainy,,,,7.332,4.264,1.044,Healthy
Rainy,,,,6.74,4.722,1.033,Healthy
Rainy,,,,6.903,4.286,1.418,Healthy
Rainy,,,,6.947,4.796,1.422,Healthy
Rainy,,,,6.711,4.337,1.127,Healthy
Rainy,,,,6.657,5.801,2.788,Healthy
Rainy,,,,6.644,4.952,1.535,Healthy
Rainy,,,,7.172,5.486,2.173,Healthy
Rainy,,,,6.911,3.291,0.0,Healthy
Rainy,,,,6.32,3.933,2.443,Healthy
Rainy,,,,7.553,6.334,3.281,Healthy
Rainy,,,,6.102,2.958,0.0,Healthy
Rainy,,,,6.526,3.973,0.773,Healthy
Rainy,,,,6.037,4.043,0.234,Healthy
Rainy,,,,6.836,6.521,2.119,Healthy
Rainy,,,,5.839,2.78,1.098,Healthy
Rainy,,,,7.455,4.463,2.059,Healthy
Rainy,,,,6.582,4.118,3.34,Healthy
Rainy,,,,6.209,3.859,1.371,Healthy
Rainy,,,,7.141,5.187,2.303,Healthy
Rainy,,,,6.609,4.505,1.233,Healthy
Rainy,,,,6.974,4.494,1.877,Healthy
Rainy,,,,6.739,5.498,2.128,Healthy
Rainy,,,,6.112,4.632,0.759,Healthy
Rainy,,,,6.515,3.561,1.965,Healthy
Rainy,,,,5.981,6.149,3.25,Healthy
Rainy,,,,6.83,4.556,1.812,Healthy
Rainy,,,,6.938,5.369,2.569,Healthy
Rainy,,,,6.782,4.35,1.324,Healthy
Rainy,,,,6.68,5.411,2.569,Healthy
Rainy,,,,5.691,3.412,0.754,Healthy
Rainy,,,,6.743,4.113,2.171,Healthy
Rainy,,,,7.091,4.308,1.808,Healthy
Rainy,,,,6.4,2.661,0.0,Healthy
Rainy,,,,7.06,5.845,2.868,Healthy
Rainy,,,,7.011,5.366,1.639,Healthy
Rainy,,,,6.905,5.461,2.778,Healthy
Rainy,,,,7.178,5.806,2.742,Healthy
Rainy,,,,7.135,5.064,1.283,Healthy
Rainy,,,,6.691,3.703,0.476,Healthy
Rainy,,,,6.698,3.67,0.747,Healthy
Rainy,,,,6.068,3.6,0.806,Healthy
Rainy,,,,6.456,4.621,2.285,Healthy
Rainy,,,,6.171,2.866,0.0,Healthy
Rainy,,,,6.412,4.708,1.437,Healthy
Rainy,,,,6.655,2.489,0.727,Healthy
Rainy,,,,6.304,3.831,1.224,Healthy
Rainy,,,,7.24,4.051,0.0,Healthy
Rainy,,,,6.816,6.238,3.638,Healthy
Rainy,,,,6.825,4.148,1.962,Healthy
Rainy,,,,6.4,4.364,1.767,Healthy
Rainy,,,,7.132,7.617,3.922,Healthy
Rainy,,,,6.567,4.167,0.0,Healthy
Rainy,,,,6.5,3.709,0.557,Healthy
Rainy,,,,6.805,3.811,1.99,Healthy
Rainy,,,,6.75,4.472,1.256,Healthy
Rainy,,,,6.806,5.326,1.389,Healthy
Rainy,,,,6.513,3.827,0.0,Healthy
Rainy,,,,6.455,3.577,1.567,Healthy
Rainy,,,,6.845,4.807,2.422,Healthy
Rainy,,,,6.701,4.761,1.607,Healthy
Rainy,,,,6.846,4.095,0.0,Healthy
Rainy,,,,6.702,5.711,3.028,Healthy
Rainy,,,,7.098,6.164,2.745,Healthy
Rainy,,,,6.821,4.025,0.995,Healthy
Rainy,,,,6.972,5.936,2.391,Healthy
Rainy,,,,6.588,4.225,1.795,Healthy
Rainy,,,,6.23,1.551,0.0,Healthy
Rainy,,,,6.311,3.32,0.563,Healthy
Rainy,,,,6.587,5.557,2.431,Healthy
Rainy,,,,6.858,5.222,1.119,Healthy
Rainy,,,,7.124,5.001,2.466,Healthy
Rainy,,,,6.364,2.444,0.777,Healthy
Rainy,,,,6.978,4.395,0.0,Subclinical
Rainy,,,,7.113,4.557,9.837,Subclinical
Rainy,,,,6.748,5.085,2.464,Subclinical
Rainy,,,,7.019,4.853,3.017,Subclinical
Rainy,,,,6.917,4.113,4.057,Subclinical
Rainy,,,,6.818,4.508,0.0,Subclinical
Rainy,,,,6.449,3.379,7.479,Subclinical
Rainy,,,,7.051,5.438,4.67,Subclinical
Rainy,,,,6.914,5.525,0.773,Subclinical
Rainy,,,,7.111,6.3,11.886,Subclinical
Rainy,,,,6.989,5.277,7.914,Subclinical
Rainy,,,,7.017,5.021,1.855,Subclinical
Rainy,,,,6.928,6.491,3.856,Subclinical
Rainy,,,,6.646,4.328,1.237,Subclinical
Rainy,,,,6.941,5.333,4.215,Subclinical
Rainy,,,,7.178,4.386,0.0,Subclinical
Rainy,,,,6.891,3.442,0.0,Subclinical
Rainy,,,,7.209,5.973,8.951,Subclinical
Rainy,,,,6.683,3.728,0.0,Subclinical
Rainy,,,,6.853,6.007,9.595,Subclinical
Rainy,,,,6.71,4.605,4.22,Subclinical
Rainy,,,,7.115,7.109,7.357,Subclinical
Rainy,,,,6.764,3.394,0.0,Subclinical
Rainy,,,,6.994,6.182,7.859,Subclinical
Rainy,,,,6.852,4.968,0.18,Subclinical
Rainy,,,,7.286,4.72,4.666,Subclinical
Rainy,,,,7.274,6.166,7.991,Subclinical
Rainy,,,,6.846,4.641,8.352,Subclinical
Rainy,,,,6.512,5.162,0.0,Subclinical
Rainy,,,,6.862,4.464,4.483,Subclinical
Rainy,,,,6.622,4.527,10.174,Subclinical
Rainy,,,,6.665,4.41,0.0,Subclinical
Rainy,,,,6.987,5.27,2.346,Subclinical
Rainy,,,,6.998,6.944,9.986,Subclinical
Rainy,,,,7.04,4.231,0.0,Subclinical
Rainy,,,,6.995,6.642,11.248,Subclinical
Rainy,,,,6.854,4.832,0.0,Subclinical
Rainy,,,,7.019,6.164,6.272,Subclinical
Rainy,,,,6.825,4.987,1.861,Subclinical
Rainy,,,,6.898,6.901,9.364,Subclinical
Rainy,,,,6.845,4.212,4.237,Subclinical
Rainy,,,,6.877,4.311,7.082,Subclinical
Rainy,,,,7.166,5.265,0.0,Subclinical
Rainy,,,,7.091,4.953,7.55,Subclinical
Rainy,,,,6.555,4.711,0.0,Subclinical
Rainy,,,,7.042,5.438,1.736,Subclinical
Rainy,,,,6.837,5.409,5.614,Subclinical
Rainy,,,,7.015,7.157,4.969,Subclinical
Rainy,,,,7.201,6.025,4.349,Subclinical
Rainy,,,,6.671,4.081,4.121,Subclinical
Rainy,,,,6.887,6.326,2.301,Subclinical
Rainy,,,,6.908,3.853,1.558,Subclinical
Rainy,,,,7.07,5.127,0.0,Subclinical
Rainy,,,,6.946,5.524,7.523,Subclinical
Rainy,,,,7.132,4.728,6.414,Subclinical
Rainy,,,,7.125,4.054,2.575,Subclinical
Rainy,,,,6.819,4.649,3.996,Subclinical
Rainy,,,,6.822,4.113,0.852,Subclinical
Rainy,,,,6.714,3.395,0.865,Subclinical
Rainy,,,,6.703,4.969,5.298,Subclinical
Rainy,,,,6.599,3.407,2.801,Subclinical
Rainy,,,,6.733,4.026,2.148,Subclinical
Rainy,,,,7.051,5.224,2.529,Subclinical
Rainy,,,,7.166,7.415,16.922,Subclinical
Rainy,,,,6.925,4.316,0.0,Subclinical
Rainy,,,,7.004,5.691,12.433,Subclinical
Rainy,,,,7.027,3.999,5.24,Subclinical
Rainy,,,,6.73,4.09,1.468,Subclinical
Rainy,,,,7.269,9.0,21.008,Subclinical
Rainy,,,,6.877,5.397,8.961,Subclinical
Rainy,,,,6.852,6.477,9.817,Subclinical
Rainy,,,,7.0,5.904,9.022,Subclinical
Rainy,,,,7.061,4.92,1.679,Subclinical
Rainy,,,,6.712,4.789,6.035,Subclinical
Rainy,,,,6.992,6.808,10.289,Subclinical
Rainy,,,,7.03,4.387,0.51,Subclinical
Rainy,,,,7.035,6.185,7.05,Subclinical
Rainy,,,,6.897,3.575,0.0,Subclinical
Rainy,,,,7.07,6.044,10.0,Subclinical
Rainy,,,,6.919,5.045,1.338,Subclinical
Rainy,,,,7.036,5.794,9.027,Subclinical
Rainy,,,,6.815,2.733,0.607,Subclinical
Rainy,,,,6.824,3.946,3.064,Subclinical
Rainy,,,,6.839,5.761,8.974,Subclinical
Rainy,,,,7.033,4.144,6.423,Subclinical
Rainy,,,,6.957,4.819,4.045,Subclinical
Rainy,,,,6.59,4.376,0.0,Subclinical
Rainy,,,,6.667,2.843,0.694,Subclinical
Rainy,,,,6.797,6.061,5.04,Subclinical
Rainy,,,,6.603,3.015,1.645,Subclinical
Rainy,,,,6.882,4.418,2.566,Subclinical
Rainy,,,,7.0,6.321,14.773,Subclinical
Rainy,,,,6.845,3.588,0.0,Subclinical
Rainy,,,,6.957,4.273,0.0,Subclinical
Rainy,,,,6.972,5.161,4.78,Subclinical
Rainy,,,,6.773,4.367,0.0,Subclinical
Rainy,,,,7.07,6.467,1.555,Subclinical
Rainy,,,,6.743,3.107,0.0,Subclinical
Rainy,,,,6.895,3.631,0.0,Subclinical
Rainy,,,,6.729,4.63,2.545,Subclinical
Rainy,,,,6.52,5.377,6.291,Clinical
Rainy,,,,6.844,8.095,56.835,Clinical
Rainy,,,,6.104,5.83,29.89,Clinical
Rainy,,,,6.213,5.956,42.372,Clinical
Rainy,,,,6.232,3.323,14.445,Clinical
Rainy,,,,7.235,6.891,33.075,Clinical
Rainy,,,,7.321,4.129,23.389,Clinical
Rainy,,,,7.882,6.546,25.923,Clinical
Rainy,,,,5.938,5.128,20.505,Clinical
Rainy,,,,6.995,7.452,26.303,Clinical
Rainy,,,,7.447,4.764,11.817,Clinical
Rainy,,,,6.914,5.97,14.382,Clinical
Rainy,,,,6.945,6.93,20.655,Clinical
Rainy,,,,5.883,6.947,46.698,Clinical
Rainy,,,,6.11,5.622,7.917,Clinical
Rainy,,,,7.23,6.49,21.099,Clinical
Rainy,,,,6.476,3.991,0.0,Clinical
Rainy,,,,6.441,4.9,0.0,Clinical
Rainy,,,,7.531,8.713,33.173,Clinical
Rainy,,,,7.212,6.782,34.238,Clinical
Rainy,,,,7.095,6.999,35.779,Clinical
Rainy,,,,6.149,5.949,32.066,Clinical
Rainy,,,,6.49,5.125,23.431,Clinical
Rainy,,,,6.889,7.234,66.337,Clinical
Rainy,,,,6.474,2.932,0.936,Clinical
Rainy,,,,7.56,6.12,45.247,Clinical
Rainy,,,,6.076,5.583,5.951,Clinical
Rainy,,,,8.0,10.468,45.17,Clinical
Rainy,,,,6.644,6.586,18.164,Clinical
Rainy,,,,7.007,5.786,0.0,Clinical
Rainy,,,,7.03,4.721,3.286,Clinical
Rainy,,,,8.0,5.233,29.752,Clinical
Rainy,,,,6.839,5.098,25.65,Clinical
Rainy,,,,7.285,6.985,43.645,Clinical
Rainy,,,,6.801,4.539,0.0,Clinical
Rainy,,,,6.446,9.523,65.257,Clinical
Rainy,,,,6.067,2.486,0.0,Clinical
Rainy,,,,7.434,7.148,26.201,Clinical
Rainy,,,,6.95,6.173,23.069,Clinical
Rainy,,,,5.5,3.337,0.0,Clinical
Rainy,,,,7.166,10.526,60.783,Clinical
Rainy,,,,6.814,6.904,34.456,Clinical
Rainy,,,,7.342,7.117,61.67,Clinical
Rainy,,,,6.226,5.444,0.251,Clinical
Rainy,,,,7.44,4.91,6.787,Clinical
Rainy,,,,6.828,7.004,42.011,Clinical
Rainy,,,,6.143,4.695,0.0,Clinical
Rainy,,,,6.134,4.266,0.753,Clinical
Rainy,,,,8.0,8.75,23.827,Clinical
Rainy,,,,6.633,6.819,58.359,Clinical
Rainy,,,,5.898,1.41,12.532,Clinical
Rainy,,,,7.321,4.83,20.711,Clinical
Rainy,,,,5.5,3.3,1.163,Clinical
Rainy,,,,7.705,5.113,16.721,Clinical
Rainy,,,,6.374,5.305,0.004,Clinical
Rainy,,,,6.746,3.879,14.083,Clinical
Rainy,,,,7.658,6.244,24.416,Clinical
Rainy,,,,5.997,3.96,2.151,Clinical
Rainy,,,,8.0,6.569,51.812,Clinical
Rainy,,,,7.758,7.163,58.306,Clinical
Rainy,,,,7.308,6.738,25.961,Clinical
Rainy,,,,7.921,8.627,32.675,Clinical
Rainy,,,,6.09,4.23,0.0,Clinical
Rainy,,,,6.994,7.624,25.684,Clinical
Rainy,,,,7.009,5.838,32.517,Clinical
Rainy,,,,5.5,2.734,0.0,Clinical
Rainy,,,,7.904,6.173,0.0,Clinical
Rainy,,,,7.486,5.404,0.0,Clinical
Rainy,,,,6.59,4.916,2.062,Clinical
Rainy,,,,5.5,5.075,29.96,Clinical
Rainy,,,,7.509,4.665,8.448,Clinical
Rainy,,,,7.035,6.701,36.287,Clinical
Rainy,,,,6.511,5.22,20.683,Clinical
Rainy,,,,8.0,8.247,52.15,Clinical
Rainy,,,,7.1,8.029,42.44,Clinical
Rainy,,,,6.42,7.123,38.586,Clinical
Rainy,,,,6.721,4.636,14.238,Clinical
Rainy,,,,7.373,6.531,30.2,Clinical
Rainy,,,,8.0,9.04,49.227,Clinical
Rainy,,,,7.718,5.101,21.505,Clinical
Rainy,,,,8.0,7.169,19.146,Clinical
Rainy,,,,6.57,3.505,0.0,Clinical
Rainy,,,,6.773,3.287,0.0,Clinical
Rainy,,,,7.69,5.255,40.027,Clinical
Rainy,,,,7.408,7.851,25.191,Clinical
Rainy,,,,7.655,4.927,27.709,Clinical
Rainy,,,,7.164,6.8,8.672,Clinical
Rainy,,,,6.396,5.857,3.397,Clinical
Rainy,,,,7.374,4.136,20.458,Clinical
Rainy,,,,6.153,5.469,24.383,Clinical
Rainy,,,,6.538,6.021,23.731,Clinical
Rainy,,,,6.652,3.736,0.0,Clinical
Rainy,,,,7.292,3.726,5.487,Clinical
Rainy,,,,6.85,6.58,19.898,Clinical
Rainy,,,,6.803,6.598,29.828,Clinical
Rainy,,,,7.268,6.808,3.369,Clinical
Rainy,,,,7.585,7.444,16.931,Clinical
Rainy,,,,6.864,5.499,14.366,Clinical
Rainy,,,,7.28,8.297,55.304,Clinical
Rainy,,,,6.095,5.5,35.42,Clinical
,Early,,,7.038,5.155,3.684,Healthy
,Early,,,7.726,4.88,2.22,Healthy
,Early,,,6.776,4.41,0.0,Healthy
,Early,,,8.0,4.431,2.215,Healthy
,Early,,,7.16,3.672,0.0,Healthy
,Early,,,5.5,3.928,0.282,Healthy
,Early,,,5.98,4.191,2.11,Healthy
,Early,,,6.074,3.5,0.565,Healthy
,Early,,,8.0,5.086,2.588,Healthy
,Early,,,8.0,4.393,0.0,Healthy
,Early,,,7.949,5.838,3.052,Healthy
,Early,,,5.67,5.224,0.617,Healthy
,Early,,,6.258,4.423,2.0,Healthy
,Early,,,7.542,4.917,1.563,Healthy
,Early,,,6.667,4.698,0.0,Healthy
,Early,,,6.3,4.375,0.0,Healthy
,Early,,,7.037,4.361,2.237,Healthy
,Early,,,8.0,4.65,0.538,Healthy
,Early,,,6.54,4.035,0.0,Healthy
,Early,,,5.801,3.36,0.0,Healthy
,Early,,,7.3,4.086,0.851,Healthy
,Early,,,5.938,4.256,0.855,Healthy
,Early,,,6.584,4.606,0.0,Healthy
,Early,,,6.408,4.14,0.0,Healthy
,Early,,,6.429,3.325,0.0,Healthy
,Early,,,6.312,4.075,0.0,Healthy
,Early,,,6.553,4.61,1.498,Healthy
,Early,,,5.918,3.357,0.0,Healthy
,Early,,,6.094,3.94,0.0,Healthy
,Early,,,5.5,3.57,0.0,Healthy
,Early,,,7.263,4.224,0.0,Healthy
,Early,,,5.619,3.97,0.0,Healthy
,Early,,,7.239,3.463,0.0,Healthy
,Early,,,6.945,4.567,3.633,Healthy
,Early,,,6.998,3.858,0.0,Healthy
,Early,,,5.5,3.618,0.0,Healthy
,Early,,,7.609,4.35,0.067,Healthy
,Early,,,5.934,5.164,0.809,Healthy
,Early,,,8.0,5.533,2.589,Healthy
,Early,,,7.018,4.721,0.0,Healthy
,Early,,,6.319,4.752,0.581,Healthy
,Early,,,5.5,3.776,1.117,Healthy
,Early,,,7.967,4.774,1.983,Healthy
,Early,,,6.224,3.158,0.0,Healthy
,Early,,,8.0,4.764,0.591,Healthy
,Early,,,6.296,5.392,3.486,Healthy
,Early,,,8.0,5.083,1.767,Healthy
,Early,,,5.5,4.67,0.0,Healthy
,Early,,,6.854,3.75,0.0,Healthy
,Early,,,5.716,3.651,0.0,Healthy
,Early,,,6.028,4.643,0.0,Healthy
,Early,,,6.858,5.169,0.692,Healthy
,Early,,,5.845,3.927,0.797,Healthy
,Early,,,6.83,4.088,0.314,Healthy
,Early,,,5.5,4.34,0.431,Healthy
,Early,,,6.288,3.71,0.0,Healthy
,Early,,,7.198,5.295,0.764,Healthy
,Early,,,7.115,3.236,0.0,Healthy
,Early,,,6.586,3.771,0.0,Healthy
,Early,,,5.899,4.266,0.0,Healthy
,Early,,,5.5,2.194,0.0,Healthy
,Early,,,7.114,2.831,0.0,Healthy
,Early,,,6.052,4.991,0.497,Healthy
,Early,,,7.034,4.572,0.0,Healthy
,Early,,,7.45,4.763,1.384,Healthy
,Early,,,8.0,4.551,2.9,Healthy
,Early,,,6.31,4.407,0.088,Healthy
,Early,,,6.162,3.83,0.0,Healthy
,Early,,,5.5,4.225,0.0,Healthy
,Early,,,5.5,3.636,0.42,Healthy
,Early,,,6.042,4.357,0.0,Healthy
,Early,,,7.439,5.047,3.379,Healthy
,Early,,,6.43,4.683,0.669,Healthy
,Early,,,8.0,4.391,1.192,Healthy
,Early,,,6.41,4.227,0.002,Healthy
,Early,,,6.892,4.364,0.4,Healthy
,Early,,,8.0,5.541,3.029,Healthy
,Early,,,6.128,3.623,0.125,Healthy
,Early,,,7.566,5.574,1.246,Healthy
,Early,,,6.372,3.249,0.0,Healthy
,Early,,,7.696,4.432,1.091,Healthy
,Early,,,6.414,4.466,0.0,Healthy
,Early,,,6.712,2.541,0.0,Healthy
,Early,,,5.5,4.461,0.979,Healthy
,Early,,,7.124,5.448,0.607,Healthy
,Early,,,8.0,5.573,1.785,Healthy
,Early,,,7.846,4.093,0.0,Healthy
,Early,,,5.963,3.786,0.0,Healthy
,Early,,,7.941,4.645,1.084,Healthy
,Early,,,6.004,3.009,0.0,Healthy
,Early,,,5.5,3.574,0.0,Healthy
,Early,,,8.0,5.651,2.332,Healthy
,Early,,,7.985,4.3,0.819,Healthy
,Early,,,6.836,4.577,1.953,Healthy
,Early,,,7.411,4.794,0.0,Healthy
,Early,,,5.583,3.901,0.0,Healthy
,Early,,,5.5,5.389,3.25,Healthy
,Early,,,7.27,4.612,0.293,Healthy
,Early,,,5.592,4.027,0.0,Healthy
,Early,,,5.5,4.074,0.0,Healthy
,Early,,,5.5,2.684,0.0,Subclinical
,Early,,,8.0,6.717,3.619,Subclinical
,Early,,,7.217,3.534,3.782,Subclinical
,Early,,,6.356,4.457,5.75,Subclinical
,Early,,,5.622,2.52,0.0,Subclinical
,Early,,,7.715,3.93,0.0,Subclinical
,Early,,,6.374,5.162,6.665,Subclinical
,Early,,,6.363,4.122,4.74,Subclinical
,Early,,,5.5,3.214,0.395,Subclinical
,Early,,,7.184,4.621,3.039,Subclinical
,Early,,,5.5,2.515,0.0,Subclinical
,Early,,,5.896,4.282,3.117,Subclinical
,Early,,,6.472,4.826,0.698,Subclinical
,Early,,,6.594,5.387,4.508,Subclinical
,Early,,,6.252,4.722,4.65,Subclinical
,Early,,,5.5,4.753,1.705,Subclinical
,Early,,,7.163,6.435,2.665,Subclinical
,Early,,,6.142,4.091,0.0,Subclinical
,Early,,,8.0,5.102,2.724,Subclinical
,Early,,,6.964,3.717,0.33,Subclinical
,Early,,,7.066,4.724,2.863,Subclinical
,Early,,,6.304,2.896,0.512,Subclinical
,Early,,,8.0,6.053,6.334,Subclinical
,Early,,,7.403,3.969,6.14,Subclinical
,Early,,,6.962,6.753,4.758,Subclinical
,Early,,,8.0,6.906,8.652,Subclinical
,Early,,,6.991,4.759,6.139,Subclinical
,Early,,,6.906,2.855,0.0,Subclinical
,Early,,,6.613,5.079,3.444,Subclinical
,Early,,,7.877,3.587,1.711,Subclinical
,Early,,,5.5,4.479,1.892,Subclinical
,Early,,,7.158,4.222,5.453,Subclinical
,Early,,,7.718,6.186,5.496,Subclinical
,Early,,,7.302,4.497,4.91,Subclinical
,Early,,,8.0,7.11,5.756,Subclinical
,Early,,,7.105,3.724,2.803,Subclinical
,Early,,,7.186,3.165,0.0,Subclinical
,Early,,,6.525,4.36,0.0,Subclinical
,Early,,,7.13,5.397,3.799,Subclinical
,Early,,,6.1,5.493,8.3,Subclinical
,Early,,,6.345,3.894,2.68,Subclinical
,Early,,,6.458,4.483,4.357,Subclinical
,Early,,,5.5,5.017,3.221,Subclinical
,Early,,,6.41,4.502,2.432,Subclinical
,Early,,,5.5,5.325,3.722,Subclinical
,Early,,,7.179,6.183,3.109,Subclinical
,Early,,,7.206,4.897,5.556,Subclinical
,Early,,,5.5,3.354,0.0,Subclinical
,Early,,,7.169,5.66,2.982,Subclinical
,Early,,,6.139,4.279,0.0,Subclinical
,Early,,,7.538,5.032,0.0,Subclinical
,Early,,,6.443,3.509,0.0,Subclinical
,Early,,,5.666,4.167,5.058,Subclinical
,Early,,,7.062,4.428,3.722,Subclinical
,Early,,,6.367,3.821,0.0,Subclinical
,Early,,,5.5,3.291,0.477,Subclinical
,Early,,,6.693,4.36,0.0,Subclinical
,Early,,,7.327,3.862,3.615,Subclinical
,Early,,,5.878,3.399,0.0,Subclinical
,Early,,,6.329,5.583,5.67,Subclinical
,Early,,,7.661,6.078,2.856,Subclinical
,Early,,,6.482,3.815,4.681,Subclinical
,Early,,,5.703,5.035,5.485,Subclinical
,Early,,,8.0,5.644,6.861,Subclinical
,Early,,,8.0,5.72,1.488,Subclinical
,Early,,,5.5,4.388,0.0,Subclinical
,Early,,,6.445,5.092,4.024,Subclinical
,Early,,,7.163,5.39,7.481,Subclinical
,Early,,,5.923,3.513,0.0,Subclinical
,Early,,,7.527,6.385,7.241,Subclinical
,Early,,,7.845,4.392,6.912,Subclinical
,Early,,,8.0,6.668,11.237,Subclinical
,Early,,,5.5,3.21,0.0,Subclinical
,Early,,,7.429,4.223,4.225,Subclinical
,Early,,,8.0,6.523,7.2,Subclinical
,Early,,,5.891,3.308,3.431,Subclinical
,Early,,,7.481,5.345,3.247,Subclinical
,Early,,,5.5,2.38,3.211,Subclinical
,Early,,,5.628,4.224,4.343,Subclinical
,Early,,,5.651,4.236,4.196,Subclinical
,Early,,,6.791,7.952,4.452,Subclinical
,Early,,,7.733,5.387,6.367,Subclinical
,Early,,,7.177,4.377,3.099,Subclinical
,Early,,,5.5,4.285,2.527,Subclinical
,Early,,,7.355,6.427,7.057,Subclinical
,Early,,,6.913,4.024,0.057,Subclinical
,Early,,,7.848,7.196,7.016,Subclinical
,Early,,,6.821,3.931,4.585,Subclinical
,Early,,,7.379,7.391,5.621,Subclinical
,Early,,,6.44,4.867,4.787,Subclinical
,Early,,,6.586,3.792,3.547,Subclinical
,Early,,,7.429,4.366,5.969,Subclinical
,Early,,,7.833,5.789,5.364,Subclinical
,Early,,,7.279,4.314,2.52,Subclinical
,Early,,,5.5,4.383,0.0,Subclinical
,Early,,,8.0,5.513,4.239,Subclinical
,Early,,,6.215,4.145,5.4,Subclinical
,Early,,,5.5,4.59,2.995,Subclinical
,Early,,,5.694,2.918,3.765,Subclinical
,Early,,,5.929,3.007,2.639,Subclinical
,Early,,,7.112,4.598,5.591,Clinical
,Early,,,6.621,6.061,76.354,Clinical
,Early,,,7.182,6.336,121.84,Clinical
,Early,,,6.99,4.042,0.0,Clinical
,Early,,,7.741,5.827,20.974,Clinical
,Early,,,7.14,5.739,0.0,Clinical
,Early,,,7.394,9.181,131.755,Clinical
,Early,,,6.665,2.908,0.0,Clinical
,Early,,,7.387,6.908,61.6,Clinical
,Early,,,6.778,3.706,4.792,Clinical
,Early,,,7.319,4.289,60.794,Clinical
,Early,,,7.197,7.639,19.467,Clinical
,Early,,,6.498,4.273,1.838,Clinical
,Early,,,7.637,7.715,75.826,Clinical
,Early,,,6.621,6.219,0.0,Clinical
,Early,,,7.576,6.375,120.282,Clinical
,Early,,,7.234,5.836,7.86,Clinical
,Early,,,6.867,5.756,27.563,Clinical
,Early,,,6.776,4.837,1.714,Clinical
,Early,,,6.224,4.439,0.0,Clinical
,Early,,,6.575,2.55,0.0,Clinical
,Early,,,6.502,3.595,47.962,Clinical
,Early,,,6.801,5.309,29.025,Clinical
,Early,,,7.037,5.494,0.0,Clinical
,Early,,,7.512,8.802,39.674,Clinical
,Early,,,6.621,4.372,0.0,Clinical
,Early,,,7.172,4.981,103.131,Clinical
,Early,,,7.419,6.652,100.763,Clinical
,Early,,,7.388,5.637,0.0,Clinical
,Early,,,7.018,6.604,55.06,Clinical
,Early,,,6.422,3.312,0.0,Clinical
,Early,,,6.963,7.848,20.235,Clinical
,Early,,,7.172,7.697,181.037,Clinical
,Early,,,6.844,5.786,49.918,Clinical
,Early,,,7.06,5.517,39.454,Clinical
,Early,,,6.078,4.407,0.0,Clinical
,Early,,,6.91,7.828,50.575,Clinical
,Early,,,6.845,7.624,37.276,Clinical
,Early,,,6.792,4.893,37.232,Clinical
,Early,,,7.065,4.064,0.0,Clinical
,Early,,,6.771,4.935,19.702,Clinical
,Early,,,7.141,3.632,17.504,Clinical
,Early,,,7.081,7.377,90.208,Clinical
