Season,LactationStage,Parity,MilkYield,pH,EC,SCC,Stage
Summer,,,,7.017,5.804,20.354,Clinical
Summer,,,,7.001,5.779,16.917,Clinical
Summer,,,,7.025,5.913,17.095,Clinical
Summer,,,,7.032,5.762,20.3,Clinical
Summer,,,,7.017,6.074,21.281,Clinical
Summer,,,,7.003,5.702,15.758,Clinical
Summer,,,,7.026,5.559,11.928,Clinical
Summer,,,,6.989,5.787,22.664,Clinical
Summer,,,,7.008,5.702,16.942,Clinical
Summer,,,,7.033,5.706,17.876,Clinical
Summer,,,,7.03,5.918,20.569,Clinical
Summer,,,,7.03,5.403,14.997,Clinical
Summer,,,,6.997,5.379,13.671,Clinical
Summer,,,,7.037,5.855,22.086,Clinical
Summer,,,,7.042,6.114,27.72,Clinical
Summer,,,,7.025,5.826,13.936,Clinical
Summer,,,,7.005,5.579,21.443,Clinical
Summer,,,,7.006,5.742,18.892,Clinical
Summer,,,,7.011,6.018,19.244,Clinical
Summer,,,,7.014,5.639,12.057,Clinical
Summer,,,,6.998,5.673,14.908,Clinical
Summer,,,,6.996,5.444,12.782,Clinical
Summer,,,,6.98,5.712,16.695,Clinical
Summer,,,,6.981,5.544,11.944,Clinical
Summer,,,,7.016,5.989,15.211,Clinical
Summer,,,,7.012,5.726,19.107,Clinical
Summer,,,,7.014,5.64,15.033,Clinical
Summer,,,,6.994,5.834,18.39,Clinical
Rainy,,,,6.788,4.537,1.534,Healthy
Rainy,,,,6.72,4.34,1.354,Healthy
Rainy,,,,6.755,4.514,1.474,Healthy
Rainy,,,,6.768,4.484,1.533,Healthy
Rainy,,,,6.782,4.577,1.577,Healthy
Rainy,,,,6.732,4.342,1.396,Healthy
Rainy,,,,6.746,4.423,1.477,Healthy
Rainy,,,,6.752,4.471,1.486,Healthy
Rainy,,,,6.753,4.508,1.491,Healthy
Rainy,,,,6.778,4.519,1.552,Healthy
Rainy,,,,6.764,4.514,1.587,Healthy
Rainy,,,,6.756,4.458,1.523,Healthy
Rainy,,,,6.727,4.449,1.494,Healthy
Rainy,,,,6.746,4.467,1.428,Healthy
Rainy,,,,6.739,4.467,1.517,Healthy
Rainy,,,,6.729,4.512,1.498,Healthy
Rainy,,,,6.769,4.532,1.529,Healthy
Rainy,,,,6.786,4.475,1.565,Healthy
Rainy,,,,6.77,4.477,1.584,Healthy
Rainy,,,,6.745,4.487,1.535,Healthy
Rainy,,,,6.747,4.517,1.578,Healthy
Rainy,,,,6.715,4.491,1.447,Healthy
Rainy,,,,6.771,4.57,1.534,Healthy
Rainy,,,,6.742,4.411,1.464,Healthy
Rainy,,,,6.744,4.51,1.595,Healthy
Rainy,,,,6.778,4.495,1.527,Healthy
Rainy,,,,6.716,4.386,1.495,Healthy
Rainy,,,,6.782,4.468,1.494,Healthy
Rainy,,,,6.749,4.493,1.493,Healthy
Rainy,,,,6.758,4.469,1.514,Healthy
Rainy,,,,6.761,4.498,1.515,Healthy
Rainy,,,,6.748,4.472,1.498,Healthy
Rainy,,,,6.745,4.553,1.59,Healthy
Rainy,,,,6.744,4.506,1.521,Healthy
Rainy,,,,6.773,4.536,1.556,Healthy
Rainy,,,,6.759,4.414,1.43,Healthy
Rainy,,,,6.726,4.45,1.571,Healthy
Rainy,,,,6.795,4.583,1.618,Healthy
Rainy,,,,6.714,4.395,1.423,Healthy
Rainy,,,,6.738,4.452,1.478,Healthy
Rainy,,,,6.71,4.456,1.449,Healthy
Rainy,,,,6.755,4.593,1.553,Healthy
Rainy,,,,6.699,4.386,1.497,Healthy
Rainy,,,,6.789,4.479,1.55,Healthy
Rainy,,,,6.741,4.46,1.621,Healthy
Rainy,,,,6.72,4.446,1.512,Healthy
Rainy,,,,6.772,4.519,1.563,Healthy
Rainy,,,,6.742,4.481,1.504,Healthy
Rainy,,,,6.762,4.481,1.54,Healthy
Rainy,,,,6.749,4.537,1.554,Healthy
Rainy,,,,6.715,4.488,1.478,Healthy
Rainy,,,,6.737,4.429,1.545,Healthy
Rainy,,,,6.707,4.573,1.616,Healthy
Rainy,,,,6.754,4.484,1.536,Healthy
Rainy,,,,6.76,4.529,1.578,Healthy
Rainy,,,,6.752,4.473,1.509,Healthy
Rainy,,,,6.746,4.532,1.578,Healthy
Rainy,,,,6.691,4.421,1.477,Healthy
Rainy,,,,6.75,4.46,1.556,Healthy
Rainy,,,,6.769,4.47,1.536,Healthy
Rainy,,,,6.731,4.379,1.423,Healthy
Rainy,,,,6.767,4.556,1.595,Healthy
Rainy,,,,6.765,4.529,1.527,Healthy
Rainy,,,,6.759,4.534,1.59,Healthy
Rainy,,,,6.774,4.554,1.588,Healthy
Rainy,,,,6.771,4.512,1.507,Healthy
Rainy,,,,6.747,4.437,1.462,Healthy
Rainy,,,,6.747,4.435,1.477,Healthy
Rainy,,,,6.712,4.431,1.48,Healthy
Rainy,,,,6.734,4.488,1.563,Healthy
Rainy,,,,6.718,4.39,1.422,Healthy
Rainy,,,,6.731,4.493,1.515,Healthy
Rainy,,,,6.745,4.369,1.476,Healthy
Rainy,,,,6.725,4.444,1.504,Healthy
Rainy,,,,6.777,4.456,1.378,Healthy
Rainy,,,,6.754,4.578,1.638,Healthy
Rainy,,,,6.754,4.462,1.545,Healthy
Rainy,,,,6.731,4.474,1.534,Healthy
Rainy,,,,6.771,4.654,1.653,Healthy
Rainy,,,,6.74,4.463,1.429,Healthy
Rainy,,,,6.736,4.437,1.467,Healthy
Rainy,,,,6.753,4.443,1.546,Healthy
Rainy,,,,6.75,4.48,1.505,Healthy
Rainy,,,,6.753,4.527,1.513,Healthy
Rainy,,,,6.737,4.444,1.435,Healthy
Rainy,,,,6.734,4.43,1.523,Healthy
Rainy,,,,6.755,4.498,1.57,Healthy
Rainy,,,,6.747,4.496,1.525,Healthy
Rainy,,,,6.755,4.459,1.4,Healthy
Rainy,,,,6.747,4.548,1.604,Healthy
Rainy,,,,6.769,4.574,1.588,Healthy
Rainy,,,,6.754,4.455,1.491,Healthy
Rainy,,,,6.762,4.561,1.568,Healthy
Rainy,,,,6.741,4.466,1.535,Healthy
Rainy,,,,6.721,4.317,1.385,Healthy
Rainy,,,,6.726,4.416,1.467,Healthy
Rainy,,,,6.741,4.54,1.571,Healthy
Rainy,,,,6.756,4.521,1.498,Healthy
Rainy,,,,6.771,4.509,1.573,Healthy
Rainy,,,,6.729,4.367,1.479,Healthy
Rainy,,,,6.914,4.976,3.669,Subclinical
Rainy,,,,6.921,4.985,4.305,Subclinical
Rainy,,,,6.901,5.014,3.896,Subclinical
Rainy,,,,6.916,5.001,3.926,Subclinical
Rainy,,,,6.91,4.96,3.984,Subclinical
Rainy,,,,6.905,4.982,3.64,Subclinical
Rainy,,,,6.884,4.919,4.174,Subclinical
Rainy,,,,6.918,5.034,4.018,Subclinical
Rainy,,,,6.91,5.039,3.802,Subclinical
Rainy,,,,6.921,5.082,4.419,Subclinical
Rainy,,,,6.914,5.025,4.199,Subclinical
Rainy,,,,6.916,5.011,3.862,Subclinical
Rainy,,,,6.911,5.092,3.973,Subclinical
Rainy,,,,6.895,4.972,3.828,Subclinical
Rainy,,,,6.912,5.028,3.993,Subclinical
Rainy,,,,6.925,4.975,3.703,Subclinical
Rainy,,,,6.909,4.923,3.639,Subclinical
Rainy,,,,6.927,5.064,4.256,Subclinical
Rainy,,,,6.897,4.939,3.619,Subclinical
Rainy,,,,6.907,5.065,4.292,Subclinical
Rainy,,,,6.899,4.988,3.993,Subclinical
Rainy,,,,6.921,5.127,4.168,Subclinical
Rainy,,,,6.902,4.92,3.6,Subclinical
Rainy,,,,6.915,5.075,4.195,Subclinical
Rainy,,,,6.907,5.008,3.769,Subclinical
Rainy,,,,6.931,4.994,4.018,Subclinical
Rainy,,,,6.93,5.074,4.203,Subclinical
Rainy,,,,6.906,4.99,4.223,Subclinical
Rainy,,,,6.888,5.018,3.623,Subclinical
Rainy,,,,6.907,4.98,4.008,Subclinical
Rainy,,,,6.894,4.983,4.324,Subclinical
Rainy,,,,6.896,4.977,3.679,Subclinical
Rainy,,,,6.914,5.024,3.889,Subclinical
Rainy,,,,6.915,5.117,4.314,Subclinical
Rainy,,,,6.917,4.967,3.626,Subclinical
Rainy,,,,6.915,5.101,4.384,Subclinical
Rainy,,,,6.907,5.0,3.646,Subclinical
Rainy,,,,6.916,5.074,4.107,Subclinical
Rainy,,,,6.905,5.009,3.862,Subclinical
Rainy,,,,6.909,5.115,4.279,Subclinical
Rainy,,,,6.906,4.966,3.994,Subclinical
Rainy,,,,6.908,4.971,4.152,Subclinical
Rainy,,,,6.924,5.024,3.625,Subclinical
Rainy,,,,6.92,5.007,4.178,Subclinical
Rainy,,,,6.89,4.993,3.593,Subclinical
Rainy,,,,6.917,5.034,3.855,Subclinical
Rainy,,,,6.906,5.032,4.071,Subclinical
Rainy,,,,6.916,5.129,4.035,Subclinical
Rainy,,,,6.926,5.066,4.001,Subclinical
Rainy,,,,6.897,4.958,3.988,Subclinical
Rainy,,,,6.909,5.083,3.887,Subclinical
Rainy,,,,6.91,4.946,3.845,Subclinical
Rainy,,,,6.919,5.017,3.414,Subclinical
Rainy,,,,6.912,5.039,4.177,Subclinical
Rainy,,,,6.922,4.994,4.115,Subclinical
Rainy,,,,6.922,4.957,3.902,Subclinical
Rainy,,,,6.905,4.99,3.981,Subclinical
Rainy,,,,6.905,4.96,3.806,Subclinical
Rainy,,,,6.899,4.92,3.807,Subclinical
Rainy,,,,6.899,5.008,4.053,Subclinical
Rainy,,,,6.893,4.921,3.915,Subclinical
Rainy,,,,6.9,4.955,3.878,Subclinical
Rainy,,,,6.918,5.022,3.899,Subclinical
Rainy,,,,6.924,5.144,4.699,Subclinical
Rainy,,,,6.911,4.971,3.656,Subclinical
Rainy,,,,6.915,5.048,4.45,Subclinical
Rainy,,,,6.917,4.954,4.05,Subclinical
Rainy,,,,6.9,4.959,3.84,Subclinical
Rainy,,,,6.93,5.232,4.926,Subclinical
Rainy,,,,6.908,5.031,4.257,Subclinical
Rainy,,,,6.907,5.091,4.304,Subclinical
Rainy,,,,6.915,5.06,4.26,Subclinical
Rainy,,,,6.918,5.005,3.852,Subclinical
Rainy,,,,6.899,4.998,4.094,Subclinical
Rainy,,,,6.915,5.11,4.33,Subclinical
Rainy,,,,6.917,4.975,3.787,Subclinical
Rainy,,,,6.917,5.075,4.151,Subclinical
Rainy,,,,6.909,4.93,3.623,Subclinical
Rainy,,,,6.919,5.067,4.314,Subclinical
Rainy,,,,6.91,5.012,3.833,Subclinical
Rainy,,,,6.917,5.054,4.26,Subclinical
Rainy,,,,6.905,4.884,3.793,Subclinical
Rainy,,,,6.905,4.951,3.929,Subclinical
Rainy,,,,6.906,5.052,4.257,Subclinical
Rainy,,,,6.917,4.962,4.116,Subclinical
Rainy,,,,6.913,4.999,3.984,Subclinical
Rainy,,,,6.892,4.975,3.577,Subclinical
Rainy,,,,6.896,4.89,3.797,Subclinical
Rainy,,,,6.904,5.068,4.039,Subclinical
Rainy,,,,6.893,4.899,3.85,Subclinical
Rainy,,,,6.908,4.977,3.901,Subclinical
Rainy,,,,6.915,5.083,4.58,Subclinical
Rainy,,,,6.906,4.931,3.605,Subclinical
Rainy,,,,6.913,4.969,3.622,Subclinical
Rainy,,,,6.913,5.018,4.024,Subclinical
Rainy,,,,6.902,4.974,3.624,Subclinical
Rainy,,,,6.919,5.091,3.845,Subclinical
Rainy,,,,6.901,4.904,3.445,Subclinical
Rainy,,,,6.909,4.933,3.501,Subclinical
Rainy,,,,6.9,4.989,3.9,Subclinical
Rainy,,,,7.011,5.767,18.332,Clinical
Rainy,,,,7.029,5.918,21.14,Clinical
Rainy,,,,6.988,5.792,19.643,Clinical
Rainy,,,,6.994,5.799,20.336,Clinical
Rainy,,,,6.995,5.653,18.785,Clinical
Rainy,,,,7.051,5.851,19.82,Clinical
Rainy,,,,7.056,5.698,19.282,Clinical
Rainy,,,,7.087,5.832,19.422,Clinical
Rainy,,,,6.979,5.753,19.121,Clinical
Rainy,,,,7.038,5.882,19.443,Clinical
Rainy,,,,7.063,5.733,18.639,Clinical
Rainy,,,,7.033,5.8,18.781,Clinical
Rainy,,,,7.035,5.853,19.13,Clinical
Rainy,,,,6.976,5.854,20.577,Clinical
Rainy,,,,6.988,5.781,18.422,Clinical
Rainy,,,,7.051,5.829,19.154,Clinical
Rainy,,,,7.009,5.69,17.426,Clinical
Rainy,,,,7.007,5.741,17.976,Clinical
Rainy,,,,7.067,5.952,19.825,Clinical
Rainy,,,,7.05,5.845,19.884,Clinical
Rainy,,,,7.043,5.857,19.97,Clinical
Rainy,,,,6.99,5.799,19.764,Clinical
Rainy,,,,7.009,5.753,19.284,Clinical
Rainy,,,,7.032,5.87,21.668,Clinical
Rainy,,,,7.009,5.631,18.034,Clinical
Rainy,,,,7.069,5.808,20.496,Clinical
Rainy,,,,6.986,5.779,18.313,Clinical
Rainy,,,,7.109,6.05,20.492,Clinical
Rainy,,,,7.018,5.834,18.991,Clinical
Rainy,,,,7.038,5.79,17.377,Clinical
Rainy,,,,7.039,5.731,18.165,Clinical
Rainy,,,,7.098,5.759,19.635,Clinical
Rainy,,,,7.029,5.752,19.407,Clinical
Rainy,,,,7.054,5.856,20.407,Clinical
Rainy,,,,7.027,5.721,17.55,Clinical
Rainy,,,,7.007,5.997,21.608,Clinical
Rainy,,,,6.986,5.606,17.951,Clinical
Rainy,,,,7.062,5.865,19.438,Clinical
Rainy,,,,7.035,5.811,19.264,Clinical
Rainy,,,,6.951,5.654,17.081,Clinical
Rainy,,,,7.047,6.053,21.359,Clinical
Rainy,,,,7.027,5.852,19.896,Clinical
Rainy,,,,7.057,5.864,21.408,Clinical
Rainy,,,,6.995,5.771,17.996,Clinical
Rainy,,,,7.062,5.741,18.359,Clinical
Rainy,,,,7.028,5.857,20.316,Clinical
Rainy,,,,6.99,5.729,17.859,Clinical
Rainy,,,,6.99,5.705,18.024,Clinical
Rainy,,,,7.137,5.954,19.306,Clinical
Rainy,,,,7.017,5.847,21.224,Clinical
Rainy,,,,6.977,5.547,18.678,Clinical
Rainy,,,,7.056,5.737,19.133,Clinical
Rainy,,,,6.935,5.652,18.047,Clinical
Rainy,,,,7.077,5.752,18.911,Clinical
Rainy,,,,7.003,5.763,17.982,Clinical
Rainy,,,,7.024,5.684,18.765,Clinical
Rainy,,,,7.074,5.815,19.339,Clinical
Rainy,,,,6.982,5.688,18.102,Clinical
Rainy,,,,7.145,5.833,20.861,Clinical
Rainy,,,,7.08,5.866,21.221,Clinical
Rainy,,,,7.055,5.843,19.425,Clinical
Rainy,,,,7.089,5.948,19.797,Clinical
Rainy,,,,6.987,5.703,17.579,Clinical
Rainy,,,,7.037,5.892,19.409,Clinical
Rainy,,,,7.038,5.793,19.789,Clinical
Rainy,,,,6.95,5.62,17.743,Clinical
Rainy,,,,7.088,5.811,17.687,Clinical
Rainy,,,,7.065,5.769,17.906,Clinical
Rainy,,,,7.015,5.741,18.097,Clinical
Rainy,,,,6.952,5.75,19.647,Clinical
Rainy,,,,7.066,5.728,18.452,Clinical
Rainy,,,,7.04,5.841,19.998,Clinical
Rainy,,,,7.011,5.758,19.131,Clinical
Rainy,,,,7.098,5.926,20.879,Clinical
Rainy,,,,7.043,5.914,20.34,Clinical
Rainy,,,,7.006,5.864,20.126,Clinical
Rainy,,,,7.022,5.726,18.773,Clinical
Rainy,,,,7.059,5.831,19.66,Clinical
Rainy,,,,7.108,5.971,20.717,Clinical
Rainy,,,,7.078,5.752,19.177,Clinical
Rainy,,,,7.112,5.867,19.046,Clinical
Rainy,,,,7.014,5.663,17.347,Clinical
Rainy,,,,7.025,5.651,17.971,Clinical
Rainy,,,,7.076,5.76,20.206,Clinical
Rainy,,,,7.06,5.905,19.382,Clinical
Rainy,,,,7.074,5.742,19.522,Clinical
Rainy,,,,7.047,5.846,18.464,Clinical
Rainy,,,,7.004,5.794,18.171,Clinical
Rainy,,,,7.059,5.698,19.119,Clinical
Rainy,,,,6.991,5.772,19.337,Clinical
Rainy,,,,7.012,5.803,19.301,Clinical
Rainy,,,,7.018,5.676,16.437,Clinical
Rainy,,,,7.054,5.675,18.287,Clinical
Rainy,,,,7.029,5.834,19.088,Clinical
Rainy,,,,7.027,5.835,19.639,Clinical
Rainy,,,,7.053,5.847,18.169,Clinical
Rainy,,,,7.07,5.882,18.923,Clinical
Rainy,,,,7.03,5.774,18.78,Clinical
Rainy,,,,7.053,5.929,21.055,Clinical
Rainy,,,,6.988,5.774,19.95,Clinical
,Early,,,6.643,4.385,0.28,Healthy
,Early,,,6.681,4.37,0.199,Healthy
,Early,,,6.629,4.344,0.063,Healthy
,Early,,,6.714,4.345,0.199,Healthy
,Early,,,6.65,4.303,0.054,Healthy
,Early,,,6.494,4.317,0.091,Healthy
,Early,,,6.584,4.332,0.193,Healthy
,Early,,,6.59,4.293,0.107,Healthy
,Early,,,6.738,4.381,0.219,Healthy
,Early,,,6.7,4.343,0.061,Healthy
,Early,,,6.694,4.423,0.245,Healthy
,Early,,,6.567,4.389,0.11,Healthy
,Early,,,6.6,4.345,0.187,Healthy
,Early,,,6.671,4.372,0.162,Healthy
,Early,,,6.623,4.36,0.0,Healthy
,Early,,,6.602,4.342,0.005,Healthy
,Early,,,6.643,4.341,0.2,Healthy
,Early,,,6.714,4.357,0.105,Healthy
,Early,,,6.616,4.323,0.068,Healthy
,Early,,,6.575,4.286,0.038,Healthy
,Early,,,6.658,4.326,0.123,Healthy
,Early,,,6.582,4.335,0.123,Healthy
,Early,,,6.618,4.355,0.067,Healthy
,Early,,,6.608,4.329,0.014,Healthy
,Early,,,6.609,4.284,0.0,Healthy
,Early,,,6.603,4.325,0.041,Healthy
,Early,,,6.616,4.355,0.159,Healthy
,Early,,,6.581,4.285,0.0,Healthy
,Early,,,6.591,4.318,0.0,Healthy
,Early,,,6.542,4.297,0.022,Healthy
,Early,,,6.656,4.334,0.048,Healthy
,Early,,,6.564,4.319,0.0,Healthy
,Early,,,6.654,4.291,0.0,Healthy
,Early,,,6.638,4.353,0.277,Healthy
,Early,,,6.641,4.313,0.037,Healthy
,Early,,,6.513,4.3,0.0,Healthy
,Early,,,6.675,4.341,0.079,Healthy
,Early,,,6.582,4.386,0.121,Healthy
,Early,,,6.73,4.406,0.219,Healthy
,Early,,,6.642,4.361,0.0,Healthy
,Early,,,6.603,4.363,0.108,Healthy
,Early,,,6.536,4.309,0.138,Healthy
,Early,,,6.695,4.364,0.186,Healthy
,Early,,,6.598,4.274,0.0,Healthy
,Early,,,6.714,4.364,0.108,Healthy
,Early,,,6.602,4.398,0.269,Healthy
,Early,,,6.753,4.381,0.174,Healthy
,Early,,,6.529,4.358,0.019,Healthy
,Early,,,6.633,4.307,0.0,Healthy
,Early,,,6.57,4.302,0.0,Healthy
,Early,,,6.587,4.357,0.028,Healthy
,Early,,,6.633,4.386,0.114,Healthy
,Early,,,6.577,4.317,0.12,Healthy
,Early,,,6.632,4.326,0.093,Healthy
,Early,,,6.554,4.34,0.099,Healthy
,Early,,,6.602,4.305,0.0,Healthy
,Early,,,6.652,4.393,0.118,Healthy
,Early,,,6.648,4.279,0.0,Healthy
,Early,,,6.618,4.308,0.0,Healthy
,Early,,,6.58,4.336,0.057,Healthy
,Early,,,6.486,4.221,0.0,Healthy
,Early,,,6.647,4.256,0.0,Healthy
,Early,,,6.588,4.376,0.103,Healthy
,Early,,,6.643,4.353,0.0,Healthy
,Early,,,6.666,4.363,0.152,Healthy
,Early,,,6.856,4.352,0.237,Healthy
,Early,,,6.603,4.344,0.08,Healthy
,Early,,,6.595,4.312,0.058,Healthy
,Early,,,6.529,4.334,0.033,Healthy
,Early,,,6.552,4.301,0.099,Healthy
,Early,,,6.588,4.341,0.03,Healthy
,Early,,,6.665,4.379,0.263,Healthy
,Early,,,6.609,4.359,0.113,Healthy
,Early,,,6.698,4.343,0.142,Healthy
,Early,,,6.608,4.334,0.076,Healthy
,Early,,,6.635,4.341,0.098,Healthy
,Early,,,6.715,4.407,0.244,Healthy
,Early,,,6.593,4.3,0.082,Healthy
,Early,,,6.673,4.409,0.145,Healthy
,Early,,,6.606,4.279,0.0,Healthy
,Early,,,6.68,4.345,0.136,Healthy
,Early,,,6.609,4.347,0.013,Healthy
,Early,,,6.625,4.24,0.0,Healthy
,Early,,,6.522,4.347,0.13,Healthy
,Early,,,6.648,4.402,0.109,Healthy
,Early,,,6.725,4.408,0.175,Healthy
,Early,,,6.688,4.326,0.014,Healthy
,Early,,,6.583,4.309,0.0,Healthy
,Early,,,6.693,4.357,0.136,Healthy
,Early,,,6.586,4.266,0.0,Healthy
,Early,,,6.505,4.297,0.0,Healthy
,Early,,,6.739,4.413,0.205,Healthy
,Early,,,6.696,4.338,0.121,Healthy
,Early,,,6.632,4.353,0.184,Healthy
,Early,,,6.664,4.365,0.012,Healthy
,Early,,,6.562,4.316,0.045,Healthy
,Early,,,6.552,4.398,0.256,Healthy
,Early,,,6.656,4.355,0.092,Healthy
,Early,,,6.563,4.323,0.066,Healthy
,Early,,,6.545,4.325,0.04,Healthy
,Early,,,6.685,4.749,2.975,Subclinical
,Early,,,6.874,4.973,3.289,Subclinical
,Early,,,6.804,4.796,3.298,Subclinical
,Early,,,6.756,4.847,3.408,Subclinical
,Early,,,6.716,4.739,2.944,Subclinical
,Early,,,6.832,4.818,2.8,Subclinical
,Early,,,6.757,4.886,3.459,Subclinical
,Early,,,6.757,4.828,3.352,Subclinical
,Early,,,6.687,4.778,3.11,Subclinical
,Early,,,6.802,4.856,3.257,Subclinical
,Early,,,6.656,4.739,3.071,Subclinical
,Early,,,6.731,4.837,3.261,Subclinical
,Early,,,6.763,4.868,3.127,Subclinical
,Early,,,6.77,4.899,3.339,Subclinical
,Early,,,6.751,4.862,3.347,Subclinical
,Early,,,6.678,4.864,3.183,Subclinical
,Early,,,6.801,4.957,3.236,Subclinical
,Early,,,6.745,4.827,3.076,Subclinical
,Early,,,6.867,4.883,3.24,Subclinical
,Early,,,6.79,4.806,3.107,Subclinical
,Early,,,6.796,4.862,3.247,Subclinical
,Early,,,6.754,4.76,3.117,Subclinical
,Early,,,6.868,4.936,3.44,Subclinical
,Early,,,6.815,4.82,3.429,Subclinical
,Early,,,6.79,4.975,3.353,Subclinical
,Early,,,6.871,4.983,3.569,Subclinical
,Early,,,6.792,4.864,3.429,Subclinical
,Early,,,6.787,4.758,2.922,Subclinical
,Early,,,6.771,4.882,3.28,Subclinical
,Early,,,6.841,4.799,3.183,Subclinical
,Early,,,6.689,4.848,3.193,Subclinical
,Early,,,6.801,4.834,3.391,Subclinical
,Early,,,6.832,4.943,3.394,Subclinical
,Early,,,6.809,4.849,3.361,Subclinical
,Early,,,6.862,4.994,3.408,Subclinical
,Early,,,6.798,4.806,3.244,Subclinical
,Early,,,6.803,4.775,2.95,Subclinical
,Early,,,6.766,4.842,3.049,Subclinical
,Early,,,6.799,4.899,3.299,Subclinical
,Early,,,6.742,4.905,3.549,Subclinical
,Early,,,6.756,4.816,3.237,Subclinical
,Early,,,6.762,4.849,3.33,Subclinical
,Early,,,6.685,4.878,3.267,Subclinical
,Early,,,6.759,4.85,3.223,Subclinical
,Early,,,6.693,4.895,3.295,Subclinical
,Early,,,6.802,4.943,3.261,Subclinical
,Early,,,6.804,4.871,3.397,Subclinical
,Early,,,6.674,4.786,3.01,Subclinical
,Early,,,6.802,4.914,3.254,Subclinical
,Early,,,6.744,4.837,3.078,Subclinical
,Early,,,6.822,4.879,2.894,Subclinical
,Early,,,6.761,4.794,2.907,Subclinical
,Early,,,6.718,4.831,3.369,Subclinical
,Early,,,6.796,4.845,3.295,Subclinical
,Early,,,6.757,4.812,3.002,Subclinical
,Early,,,6.692,4.782,3.115,Subclinical
,Early,,,6.775,4.842,3.088,Subclinical
,Early,,,6.81,4.814,3.289,Subclinical
,Early,,,6.73,4.788,2.91,Subclinical
,Early,,,6.755,4.91,3.403,Subclinical
,Early,,,6.829,4.937,3.247,Subclinical
,Early,,,6.763,4.811,3.348,Subclinical
,Early,,,6.72,4.879,3.393,Subclinical
,Early,,,6.871,4.913,3.47,Subclinical
,Early,,,6.894,4.917,3.171,Subclinical
,Early,,,6.686,4.843,2.935,Subclinical
,Early,,,6.761,4.882,3.312,Subclinical
,Early,,,6.801,4.899,3.504,Subclinical
,Early,,,6.732,4.795,3.018,Subclinical
,Early,,,6.822,4.954,3.491,Subclinical
,Early,,,6.839,4.843,3.472,Subclinical
,Early,,,6.856,4.97,3.713,Subclinical
,Early,,,6.697,4.778,2.984,Subclinical
,Early,,,6.816,4.834,3.323,Subclinical
,Early,,,6.849,4.962,3.488,Subclinical
,Early,,,6.731,4.783,3.279,Subclinical
,Early,,,6.819,4.896,3.269,Subclinical
,Early,,,6.679,4.732,3.267,Subclinical
,Early,,,6.716,4.834,3.33,Subclinical
,Early,,,6.717,4.835,3.321,Subclinical
,Early,,,6.781,5.041,3.336,Subclinical
,Early,,,6.833,4.899,3.442,Subclinical
,Early,,,6.802,4.843,3.26,Subclinical
,Early,,,6.687,4.838,3.229,Subclinical
,Early,,,6.812,4.957,3.48,Subclinical
,Early,,,6.787,4.823,3.091,Subclinical
,Early,,,6.839,4.999,3.478,Subclinical
,Early,,,6.782,4.818,3.343,Subclinical
,Early,,,6.813,5.01,3.401,Subclinical
,Early,,,6.761,4.87,3.354,Subclinical
,Early,,,6.769,4.81,3.285,Subclinical
,Early,,,6.816,4.842,3.42,Subclinical
,Early,,,6.839,4.921,3.386,Subclinical
,Early,,,6.808,4.839,3.228,Subclinical
,Early,,,6.672,4.843,2.976,Subclinical
,Early,,,6.855,4.906,3.324,Subclinical
,Early,,,6.749,4.83,3.388,Subclinical
,Early,,,6.656,4.854,3.255,Subclinical
,Early,,,6.72,4.762,3.298,Subclinical
,Early,,,6.733,4.767,3.235,Subclinical
,Early,,,6.997,5.44,17.783,Clinical
,Early,,,6.969,5.522,21.714,Clinical
,Early,,,7.001,5.537,24.241,Clinical
,Early,,,6.99,5.41,17.44,Clinical
,Early,,,7.032,5.509,18.637,Clinical
,Early,,,6.998,5.504,16.557,Clinical
,Early,,,7.012,5.695,24.792,Clinical
,Early,,,6.972,5.347,15.043,Clinical
,Early,,,7.012,5.569,20.894,Clinical
,Early,,,6.978,5.391,17.738,Clinical
,Early,,,7.008,5.423,20.85,Clinical
,Early,,,7.001,5.609,18.554,Clinical
,Early,,,6.963,5.422,17.574,Clinical
,Early,,,7.026,5.614,21.685,Clinical
,Early,,,6.969,5.53,16.956,Clinical
,Early,,,7.023,5.539,24.155,Clinical
,Early,,,7.004,5.509,17.909,Clinical
,Early,,,6.983,5.505,19.003,Clinical
,Early,,,6.978,5.454,17.567,Clinical
,Early,,,6.947,5.432,13.977,Clinical
,Early,,,6.967,5.327,9.387,Clinical
,Early,,,6.963,5.385,20.137,Clinical
,Early,,,6.979,5.48,19.085,Clinical
,Early,,,6.993,5.49,15.593,Clinical
,Early,,,7.019,5.674,19.676,Clinical
,Early,,,6.97,5.428,14.191,Clinical
,Early,,,7.0,5.462,23.202,Clinical
,Early,,,7.014,5.555,23.07,Clinical
,Early,,,7.012,5.498,16.986,Clinical
,Early,,,6.992,5.552,20.531,Clinical
,Early,,,6.958,5.369,14.661,Clinical
,Early,,,6.988,5.621,18.596,Clinical
,Early,,,7.0,5.613,27.53,Clinical
,Early,,,6.982,5.506,20.245,Clinical
,Early,,,6.994,5.492,19.664,Clinical
,Early,,,6.939,5.43,16.554,Clinical
,Early,,,6.986,5.62,20.282,Clinical
,Early,,,6.982,5.609,19.543,Clinical
,Early,,,6.979,5.457,19.541,Clinical
,Early,,,6.994,5.411,15.106,Clinical
,Early,,,6.978,5.459,18.567,Clinical
,Early,,,6.998,5.387,18.445,Clinical
,Early,,,6.995,5.595,22.484,Clinical
